df_goopldet.place_id,df_goopldet.adresse,df_goopldet.nom,df_goopldet.telephone,df_goopldet.url,df_goopldet.types,df_goopldet.type.princ,df_goopldet.note_globale,df_goopldet.nb_notes,df_goopldet.moy_anciennete_avis,df_goopldet.med_anciennete_avis,df_goopldet.nb_notes.s,df_goopldet.type.princ.fr,df_goopl.id,df_goopl.reference,INSEE_COM,df_goopl.lng,df_goopl.lat,df_goopldet.moy_anciennete_avis.rang
ChIJX-f44zdt5kcRZFX7H-78LX4,"41-43 Avenue du Colonel Fabien, 93100 Montreuil, France",Résidence des Ramenas,+33 1 48 58 21 32,https://maps.google.com/?cid=9092201322399880548,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,b2bf1ac98f14d442ac80014289282cf0d77e7584,CmRRAAAAscCFsa0Wn3HIFGChc_Cwzgorg-SJ7npVwkLYOISkYOHLL7YKHHt5z3AstEKX9GhIpOLac0Trtc3MwDu9ccAxwzzFfNt7YJOqgLIh6NLnuzKkCcnoXxmLcU-iKAKZ7YtGEhDxd8FFqGGZUOA1PzIZzR_qGhRnJdAZsW7w-qtqWcvPHz6afa3DrQ,93048,2.4503091,48.8750768,
ChIJx-pho7YS5kcR3npo9ukLFMc,"259 Rue de Rosny, 93100 Montreuil, France",La Pause,+33 6 38 22 37 99,https://maps.google.com/?cid=14345103812571200222,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",restaurant,,0,,,0,restaurant,1151a078bb663c7faee1b6010c5ceeadeef3a531,CmRSAAAA-TwOjo1BsLUMwanEKh6j7-PVUvVMGWGEbiKu6HQXvErjB2907S5KiOFpFipzWsejIjRVQ618ohvIwyuBCBlkEzDwCYAooi7y7E2kcXOZzbnAc3IK0Ku2HIcQiVq8hB7FEhB_9v29_Qh0BwRQtxBIWD3EGhT1etksVpwiSMPWNcyLmG2UyFfdcA,93048,2.4644105,48.8697849,
ChIJx-pho7YS5kcRC2Pbd4btWZg,"9300, 259 Rue de Rosny, 93100 Montreuil, France",Le Rencard Montreuil,+33 1 48 37 64 86,https://maps.google.com/?cid=10978066728484561675,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",restaurant,4.4,5,213.4,198,5,restaurant,9cc4b18056e0cbbd6bba11e2e7257a1a7f82e2d9,CmRSAAAAtYr9m6ZwhDHX4BFNpNAFuXL1PRhkUpuyekP1leX5u4of320ss2AZRLaI4V5pfBhVAuMobUOedMacr3LmrHrUaI9nDg4iO6VFsalUNalLvhM3u058yuJ-Wdr8RbdPPqfWEhBnBbqb-ZzXqGXSFbc-JSQlGhT6UWKYme0cjiM7DYBlXiwQWWSIIw,93048,2.4644105,48.8697849,428
ChIJx0cAjGFt5kcR8rpsdYXzHLY,"9 Rue de la Révolution, 93100 Montreuil, France",Office Public Habitat Montreuillois,+33 1 43 63 60 46,https://maps.google.com/?cid=13122631168777042674,"c(""local_government_office"", ""point_of_interest"", ""establishment"")",local_government_office,,0,,,0,bureau local du gouvernement,0c76f67ce8732fcf952c8b3b97b8c7fd3e0c1989,CmRSAAAABRdAR8PUe8dj95eW__ZftVzJXZ3Rw0EAJqB1cJGEaHaLx3eIb-yIHGM-5M9ABP0TSz4Sg91y5nUHeX7BxoABDvGba_N1IyKU5FmP4XkYU4h3LmughxmmUFea1W0AmKZZEhBRXziKmRyhuf3ukpW1xLuJGhR8tUT6ZXTS9KxAhqmKX7WNffYWEw,93048,2.4291832,48.8560441,
ChIJx0cAjGFt5kcRMQGIriPsmYk,"9 Rue de la Révolution, 93100 Montreuil, France",Lallemand Bernard,+33 1 48 18 04 38,https://maps.google.com/?cid=9915215692629016881,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,e1841651e032318fb5175f60570374dc0b382dea,CmRSAAAA5MGXTRDuPxyaynDDPfg3WrOplbCWpEjJ25wsY0-Y4f4-EGWH3qkXv6Xhnl8bejohXR6o0awVQCiTz8EATXt0G27vgOS1XsFhdcsS0WGu1HI8vDkr7RMxLdpcDSCedhUmEhDb8L8cujL6MTlUMlOxbgKNGhQBbb7SANLd8HRHn75pyqxexvQjbw,93048,2.4291832,48.8560441,
ChIJX0D0VKIS5kcRTvhuKT0ARE4,"Place le Morillon, 93100 Montreuil, France",Grange Marie-Pascale,+33 1 48 54 78 57,https://maps.google.com/?cid=5639632896062847054,"c(""doctor"", ""health"", ""point_of_interest"", ""establishment"")",doctor,3.7,3,223,123,1_4,médecin,9813526f5fb55974709df0735e619f6db50a3fd8,CmRRAAAA6yyfAhwE3b3zM_oPZjOK8nGrfDJDtuJ3qpZ21BPy1Sg3-YAdvOWJ9lteI1-NtxwPBQUp6FAM9n5MmSclOxP6xxTDViwkQ1mSK5PcOuJgzozgna9-tIYggb7HssAq8IklEhCoW6ULZ0GIH47FA7csfTt-GhRddsBgGBUbzIBx_snhVfFCQYrHwA,93048,2.4807282,48.8650055,
ChIJX0DOtvFt5kcRyCygDNye-0Y,"261 Rue de Paris, 93100 Montreuil, France",Externis,+33 1 79 97 01 00,https://maps.google.com/?cid=5114856469751147720,"c(""point_of_interest"", ""establishment"")",establishment,4.3,3,302.333333333333,293,1_4,établissement,673157d118ffa6543c4aaa90bdd2c1de85c47049,CmRRAAAAQ9iVCjwZj0McWa5Meg7hRFSIJySi54HtyU4SP7cinJqik-gP2t2dt_E6bFgTwulqzeTb3QHQRXjroRrClFM-g0AKo0rWfui2E1mVr19eYnx-k0l4gB8QuNR-laUJ2oG-EhAT3w7oo9S7r72HFx04HELPGhREsDr2JU035VzBdDzEPbuiI1oHng,93048,2.4171244,48.8543263,
ChIJX0YSHoNy5kcRKmCfPB2wu7I,"49/51 Rue Emile Zola, 93100 Montreuil, France",Natalys,+33 1 58 66 01 00,https://maps.google.com/?cid=12879081199013683242,"c(""clothing_store"", ""store"", ""point_of_interest"", ""establishment"")",clothing_store,3.3,3,289,295,1_4,magasin de vêtements,b21ecaa45449696a71f7b73c2dc479ce6886d3c1,CmRSAAAAmOBMqVvRSo1gWy2e0opyRduS5e_iNjZh1kc0PhWLOE_05-HfYlLrw_BM-yOBbX7sU3SyNjB-kc-4PrPvhdOY0zzl5pAjOMWHr4oax90xAuuznkhejhKbSEErD4JWg1lNEhCncumo0wwU1TIZvZN_ANP-GhTBK1WCYgeZN-t06Njpqt9prhPQJw,93048,2.4211182,48.85211,
ChIJx15-i2Bt5kcRfq7wGtg5hTU,"3 Rue Edouard Vaillant, 93100 Montreuil, France","L'Atelier de L'accordage ""Le Brio Parisien""",+33 1 48 58 51 95,https://maps.google.com/?cid=3856552256240397950,"c(""point_of_interest"", ""establishment"")",establishment,5,1,486,486,1_4,établissement,3904bea7bdbda2e4c570d41e432f931fc0092771,CmRRAAAA31nclQJBdVqC_ovLx-uJuXukQdoq2232-Ee1PNscb-LHE-S3rDik0WuQ1qHNWdzmp5mhpOAWJTjnLdGHxnBm4NsLoGv0XpaXsV4zEL7-dh5wlcsM5oY9_qubimximuBREhAJN6kEOpEwXFdAeiWZsR5nGhSoQ5CkMIuASmXLYQfWKPCMTiyBKA,93048,2.433307,48.857212,
ChIJX1aYeZ9y5kcRv5F5ryJhQf8,"11 Rue des Fédérés, 93100 Montreuil, France",Mauger Bertrand,+33 1 48 57 89 80,https://maps.google.com/?cid=18393089154758578623,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,af51f41875b195503410e71c51c36773026b4001,CmRSAAAAK_prM44iVz6hf0pA9I6fpzX1kdINQqQT_ryJE20bhE9QY8Mo0jGhUv6z1db1h6rEY0Smtq5NJv8i87sodg9gUnJSTWrqdb6lZn-hNqdJdk3EfhGE6LCvaiZYlPiamKYQEhCrgWva26GDXU7IJWb3eHuGGhSyNVJWoTKTwP3eKx2cfHV5w6oBfg,93048,2.4335133,48.8516236,
ChIJx1DbZX5t5kcRpsZKBquvs3s,"18 Rue Edouard Vaillant, 93170 Bagnolet, France",Posada Paris - Porte de Montreuil,NULL,https://maps.google.com/?cid=8913661236576175782,"c(""lodging"", ""point_of_interest"", ""establishment"")",lodging,5,3,705.666666666667,748,1_4,hébergement,9367dd35d8d04645a3dcb285253c12a4c50aa327,CmRRAAAAqNDLO4dIeCtaPtwnvsnjRod9fHB-LemkDEv9xFexV5mF9NOCs15xv-kkaZ_Da5NAdO9IN-J4UB2CWUvPGJgMJP5wVMrwjKHbxKsEkzYtJJvF_5UEJeRqzUP7-CFQTqBFEhBULI2yvcHwcJkEV9VgjalvGhTdHFqImx2rNCoTg4RmFYMthaTCvg,93048,2.4164012,48.8567206,
ChIJx1gmzzVt5kcRoTXbXlNOujU,"43 Bis Rue des Saules Clouet, 93100 Montreuil, France",Lallement Anthony,+33 9 54 08 35 71,https://maps.google.com/?cid=3871492949659039137,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,39ddebab34c09348a74f328347d85837c09bf0a7,CmRRAAAA7-O9ExwZbdYzUmZH6M9lx8dHYTmQFuCZKGjfA1C38YDe9TV6vkSFhW-cMsDGq3a2BgMKxe8INknVEdwpOZDIUvqMD73K3davxTVBH8aTTNTfrbn5tzI8zXuzp9pwF1dWEhBe7WEEr7GF8H8SPLiQeDo2GhTZjYPa9DuInmQSB71p4hfezCkYBA,93048,2.4540962,48.8763565,
ChIJX1HbhZdy5kcRVTTqIwCT6K0,"3 Rue Franklin, 93108 Montreuil, France",MNFCT,+33 1 85 58 68 68,https://maps.google.com/?cid=12531427591970239573,"c(""insurance_agency"", ""health"", ""point_of_interest"", ""establishment"")",insurance_agency,1.5,5,254.4,330,5,agence d'assurance,c703a823a3579d0d463fe2fac268d41159048abb,CmRSAAAAb5clkV0b5OufCwdnO4vA1r1Ei0k0H5tXoVs2r91FKYGn_puXJOWsm1BuFzOm5PbvkpeJP-7Jco8S_F53D1eLeuel_RpDNUl0l6zQPH-F_6BEK6ASne-rc9xpyZ0ug57VEhDiCjNL1unuvY2Z2HDta_AIGhSNTlswOJqYZY5hpzG5aZiNkdSkoQ,93048,2.443572,48.8615108,496
ChIJx1Jv_ltt5kcRFSzjh4ind-I,"39 Avenue du Président Wilson, 93100 Montreuil, France",MACIF Assurances,+33 1 55 56 57 58,https://maps.google.com/?cid=16318695979637484565,"c(""insurance_agency"", ""bank"", ""finance"", ""health"", ""point_of_interest"", ""establishment"")",insurance_agency,1.8,4,441.75,360,1_4,agence d'assurance,2e348d094bc1270ed391efe491d915bed29669d2,CmRSAAAA4VMVzVFSZrpr8on2mXGPlNt5RPwqxlF0dsOo_hU-Qx2O7AJKssu2TCJhJl7tqd4b5WniHwek1ueZgDDTT2FSbfrTkMxO1GbCOOpbIB6O348vByvmGDO0f4uioLhc6YbREhBVF3UeevAegkLt0E-IkGw2GhSr172kr4y3DBKlz1O2dzQwFsHqPw,93048,2.4408302,48.8594562,
ChIJX1RJ21pt5kcRwgbNlhpHoKs,"58 Rue Franklin, 93100 Montreuil, France",Luong Duc-Chieu,+33 1 48 58 42 79,https://maps.google.com/?cid=12366962756284122818,"c(""accounting"", ""finance"", ""point_of_interest"", ""establishment"")",accounting,,0,,,0,comptabilité,95f6977a8e387e3001f7e2d3186187adb3387213,CmRSAAAAIwzspgkrUh8_M_p_YRWa0yqsgH648jsSD6UkyGNF_kf2lGmFZ4d9CqQZwRRq6TnEZrlUG9TGlMyEVAEOt1CR01X7P6MEy8juhNasUjBZ_ui-z91bjc2RYKEUUufqgYxWEhBMpq9QI_gmyDKqquYIrp3ZGhRmKGi0gSBhsqfLYvfETtAcntAOVA,93048,2.4453589,48.8631721,
ChIJX1rnKq8S5kcRrJBFIymJMns,"1 Rue Robert Legros, 93100 Montreuil, France",Mtimet Arafet,+33 1 70 59 41 48,https://maps.google.com/?cid=8877308625279094956,"c(""roofing_contractor"", ""point_of_interest"", ""establishment"")",roofing_contractor,,0,,,0,couvreur,6823d0a8adc69b1594721113f121db105bb20314,CmRRAAAAT9XwrsPd2I0hW3MQfKKuLUPxn07cGScgZG7NgOAZGI22orymi-4cOmdQBgcJAEYqr38NZkZ4NM6Db2NUU928AVM_JTvSHhI0RH3vUyWqeQunwDcq-1DK5mB-VgZhlhwJEhD1GAOKbOlHdmMl9C2mo5pkGhR0tMMQWd22VtKVx1fizeG4RjpXJQ,93048,2.4654093,48.8595411,
ChIJX1vEMFtt5kcR4XkNh0IDFk0,"12 Rue de l'Église, 93100 Montreuil, France",La Petite Épicerie,NULL,https://maps.google.com/?cid=5554630774676617697,"c(""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",grocery_or_supermarket,4.8,5,215.4,252,5,grocery_or_supermarket,948b29ad7467fad179f9d851c61e69b4d0933678,CmRRAAAAxkKqgYaRoCPdGle8Nw3iA1GO_WlJTvvEMrv0eaU5VCvrEeHCX0BHBB8DRqJNkdyWXVDIucV5zejlpxEN18tmPtoDCtozeYCFhWmjEtdoWDp9U4_wrWAmcTv75WuFBK57EhA_qwb1C99m-CXuCXcSUvPWGhSEwYf0lcYLVmqL7i1SBU6m3aOUNw,93048,2.442567,48.8637405,430
ChIJX1vEMFtt5kcR4XkNh0IDFk0,"12 Rue de l'Église, 93100 Montreuil, France",La Petite Épicerie,NULL,https://maps.google.com/?cid=5554630774676617697,"c(""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",grocery_or_supermarket,4.8,5,215.4,252,5,grocery_or_supermarket,948b29ad7467fad179f9d851c61e69b4d0933678,CmRRAAAAxkKqgYaRoCPdGle8Nw3iA1GO_WlJTvvEMrv0eaU5VCvrEeHCX0BHBB8DRqJNkdyWXVDIucV5zejlpxEN18tmPtoDCtozeYCFhWmjEtdoWDp9U4_wrWAmcTv75WuFBK57EhA_qwb1C99m-CXuCXcSUvPWGhSEwYf0lcYLVmqL7i1SBU6m3aOUNw,93048,2.442567,48.8637405,430
ChIJX1vEMFtt5kcR4XkNh0IDFk0,"12 Rue de l'Église, 93100 Montreuil, France",La Petite Épicerie,NULL,https://maps.google.com/?cid=5554630774676617697,"c(""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",grocery_or_supermarket,4.8,5,215.4,252,5,épicerie,948b29ad7467fad179f9d851c61e69b4d0933678,CmRRAAAAxkKqgYaRoCPdGle8Nw3iA1GO_WlJTvvEMrv0eaU5VCvrEeHCX0BHBB8DRqJNkdyWXVDIucV5zejlpxEN18tmPtoDCtozeYCFhWmjEtdoWDp9U4_wrWAmcTv75WuFBK57EhA_qwb1C99m-CXuCXcSUvPWGhSEwYf0lcYLVmqL7i1SBU6m3aOUNw,93048,2.442567,48.8637405,430
ChIJX1vEMFtt5kcR4XkNh0IDFk0,"12 Rue de l'Église, 93100 Montreuil, France",La Petite Épicerie,NULL,https://maps.google.com/?cid=5554630774676617697,"c(""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",grocery_or_supermarket,4.8,5,215.4,252,5,épicerie,948b29ad7467fad179f9d851c61e69b4d0933678,CmRRAAAAxkKqgYaRoCPdGle8Nw3iA1GO_WlJTvvEMrv0eaU5VCvrEeHCX0BHBB8DRqJNkdyWXVDIucV5zejlpxEN18tmPtoDCtozeYCFhWmjEtdoWDp9U4_wrWAmcTv75WuFBK57EhA_qwb1C99m-CXuCXcSUvPWGhSEwYf0lcYLVmqL7i1SBU6m3aOUNw,93048,2.442567,48.8637405,430
ChIJx2EItmJt5kcRtxiVFbwduAQ,"170 Rue de Paris, 93100 Montreuil, France",Magasin Informatique,NULL,https://maps.google.com/?cid=340054465519622327,"c(""electronics_store"", ""store"", ""point_of_interest"", ""establishment"")",electronics_store,,0,,,0,magasin d'électronique,4210966a3aab5dd0bc1f8cd2cb59b7f329872d78,CmRRAAAAWLyUVAVtVlZWBTSaLjNnPvceCjiqXGppG1x5OKdcqC5bJ-tQ3X1jbce5e2ARWqsMvAYOtGJNn_J9j0HU44ISpXItVAFSfYMou4F6tLQPFJRm2ROfL2vIXxbE6H7embFuEhD06sZKbS_lz0pgVABqLKXhGhTAgormU1hzcn4rJeTg_3LMK05frA,93048,2.4235358,48.8558099,
ChIJx2fACLgS5kcRInUA1wqm_fc,"317 Boulevard de la Boissière, 93110 Rosny-sous-Bois, France",Centre social et culturel de la Boissière,+33 1 48 12 16 80,https://maps.google.com/?cid=17869621461963011362,"c(""point_of_interest"", ""establishment"")",establishment,3.4,5,242,285,5,établissement,4bdedada6c45bbcf99cfb43253a17abedc0b1cca,CmRSAAAARS0YMbt-p1dC10WHwFr_o1mvOQD7FJAiU2JdT05m5QHia39CNzQJK8AHYSzIBsRwX2yp6bJdZa7YhzZ6rt9yOGcvCI6mHgRzlG1L7EW307nvu_Z1g4hw59tJZ-xlyfm-EhByqqId4DG1bLqa7jasZGjZGhS6SJU6ejQiATX3u_q-zFRlCY_Cpw,93048,2.4705582,48.8735015,477
ChIJx378vDRt5kcR6NWBsmaJxac,"93100 Montreuil, France",La Boissiere,NULL,https://maps.google.com/?cid=12089219848920487400,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,,0,,,0,station de bus,1e9800a69308a40644146bdccd89a8047cac4af7,CmRSAAAA1jfA4-eH0c2T-3oMiOZnf-pvz4Owr2rDkv2_E4b16fUm7AiKJyJZgpVB0IsNxyTtOZvGx3F5mUI5KBkBlc7AXAeDuYelyMu2faG4mRMG4-bgPTcjbRL6Xz6SoRutjdnQEhAdGZWmI2OwrhidK-ylDJ0kGhSXFUnydzELSE_Z1Ts20uR6s9Lmsw,93048,2.457699,48.878293,
ChIJX3isjGFt5kcR75PD33QilRk,"73 Rue Douy Délcupe, 93100 Montreuil, France",La Volière 9-3,+33 6 12 33 09 64,https://maps.google.com/?cid=1843417507843773423,"c(""point_of_interest"", ""establishment"")",establishment,5,1,287,287,1_4,établissement,9dc987339005bf140d475e3e2f60728eeb1933e4,CmRRAAAAe_Qe6fvRWZXx1HM6sCoWwW8EaDOX2tti_0qXlL4dxOuCj8wMCWtziSZlfC3Q_4i8LSeD8RPY7Sr8tq86v-93ZWi-tL4JH2_nwLYYZkXn4n3AvacWm3kLXvgk28dJBqeSEhCyuJo0pHNBTmVJHZTjgP5yGhQ2tGq7z7lQ5Hja0k6qJxubEtRozQ,93048,2.4291721,48.8557467,
ChIJX3isjGFt5kcRvW_GtEiMDRg,"bât B, 73 Rue Douy Délcupe, 93100 Montreuil, France",thérapie enfant adulte et adolescent psychologue ANETA CEBERA,+33 7 83 22 30 37,https://maps.google.com/?cid=1733195675505946557,"c(""health"", ""point_of_interest"", ""establishment"")",health,5,1,19,19,1_4,santé,54c362b1e6d47af583bad7d5907fb205ed403040,CmRRAAAAezO074aW2RpGqUidf61dOPKwSdRmLEHLqAInPTTeyURyNicmZtW6GjXwC-3-AP8fVjuKRjZzIFQvhCrOnBHkB4hGPGm8WTIEzA9rzcJ7lzey4FSfn-PN-8nlj7IOsWkPEhD0Qa6pSG-oSL2eHuyxLdf0GhQKsYA6UCSBMSEPk5TPqcHfeOai4Q,93048,2.4291721,48.8557467,
ChIJX3on2kRt5kcRjDemJZ-JNx4,"26 Bis Boulevard Paul Vaillant Couturier, 93100 Montreuil, France",Ferruccio Catherine,+33 1 48 59 40 12,https://maps.google.com/?cid=2177360261481379724,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,d537f77715653dffd4220d50a2da365de981038f,CmRRAAAAuPJ2R8VDmY7PoCYbEwG8iHmUczV_2NwR3dOsSNYTYaOQstsHgSENdQgXAQNR3RIhHH9qGf0KciAuK0bBQQaZlhiauERYvZzAgPYdPQ8GVEcmaSkogJQlI81TWZ014NM-EhAFYYTdywyE2UX5LTiMbq_eGhRpRPzrMUrMEMAhtMy0hXsiuJcKEQ,93048,2.4433175,48.8649268,
ChIJX3PE5IFy5kcR12yTGmnX1o4,"261 Rue de Paris, 93100 Montreuil, France",AGEFOS PME IDF délégation Nord Est Francilien,+33 1 41 63 22 22,https://maps.google.com/?cid=10292650844819254487,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,e88ea44873b23f7e1f0dbb03c9d1229d11edc884,CmRSAAAAnJKLZa4AdjBWx1p61xoSH15Mu9O4vBxE_cyCJU3Fu6JoaLJP95plKJcLk9giA4eQ8-_lRv0kMJf50_Fuq1Il8EAPdeU7zI-D3kBcqF44A4syX4EwMbz6NjXWYAgolUjpEhAX3mDLe87sB-bxQqgrH7_kGhTytFlKG-d2qarMLnFAflmiMWNyVQ,93048,2.4166489,48.8543207,
ChIJX3PE5IFy5kcR7237Z5ZbjqU,"261 Rue de Paris, 93100 Montreuil, France",BatiPlus,+33 1 43 43 37 34,https://maps.google.com/?cid=11929573164498775535,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,089dab71d097477bc31db0df5583fbc594047334,CmRSAAAAQac8mIGE4skkQ1RKB2jSvgliXtqKA3bMlwK8oMkOH3c7MhOyEqVn6DdqgHAEVwcFRK5PRZWp1NDez-eF6VyufBYQdPaeexb7L62ZliZp6VCj93hsxOw9WGRsXeHIQomqEhCMJco1YpU8FAgHuF2iBpyuGhQdkyHIwslEZlyL2ryQ8JYW-yZiFw,93048,2.4166489,48.8543207,
ChIJX3PE5IFy5kcRz8KcVxRVd0o,"261 Rue de Paris, 93100 Montreuil, France",LE PETIT BISTROT,+33 1 43 63 01 10,https://maps.google.com/?cid=5365851026892833487,"c(""bar"", ""point_of_interest"", ""establishment"")",bar,4.2,4,203,106.5,1_4,bar,cdbc2440f53b1c984d0eb998beddcf0801031394,CmRRAAAAa-gfZKPgcuQwo98M8lRsju9Oxg0Kqjr48IhZR0XzYegFWQVqITKJm0QkhTA8cIwU_vFeAq7V-O9ob56xofy00k9L1ytDef0E77Y8PWFSDZivykw9JoGbeH4Nu4VGVcS_EhDrL6NCEKYoBt3ZdybRlmAkGhRag3eGgTIFz_0wKRhSXlW9Wr_P5A,93048,2.4166489,48.8543207,
ChIJX3tLS5ly5kcRgRTICD1hO1A,"rue des 94300, 8 Rue des Deux Communes, 94300 Vincennes, France",Meziane Nassera,+33 1 43 28 76 58,https://maps.google.com/?cid=5781321461428393089,"c(""lawyer"", ""finance"", ""point_of_interest"", ""establishment"")",lawyer,,0,,,0,avocat,35cba32c68f502a1a64ed50a210ce1e3c72faab2,CmRRAAAA2zUpFx3YN4cRiSdGXvNSlCXvGUw9XPxRKfliqwDYOCa-yhfEEcphk_MnyfjV2rVA_1iLqj627USS6VqZt9LyoUVL8lnvjtqTpqQZ4h5oNxrI9sxew2EkGr0KXGmtlct9EhBCv0z8-DXzC7C6bXz-9mouGhQ9S-PwTAViKZl_bB7qUEJq5Wc_yw,93048,2.4295379,48.8496933,
ChIJx49Ebl5t5kcRAimqX9fyLDQ,"11 Avenue de la Résistance, 93100 Montreuil, France",Cabinet d'ostéopathie Iandaia BOGINO,NULL,https://maps.google.com/?cid=3759646795784399106,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,4bd4233a49fc3babd00b5a99ea1754d872440836,CmRRAAAA3k6CJu0nzU1doQLGPrHGNbyeMi-LGjowa2035pzejgbfZqKDuSr4aVbwozxggMeUlSHu9Kp3Pe2qxgGg7u5aivrgjZ8NMq3M498C7ESpl7T9ztIf37t8ceJjEK0UybldEhDHeBpwriTfmfDV8QK_Nz-kGhR32aWXqmdypsgIA7tB4by4z1zrlw,93048,2.4362281,48.8587725,
ChIJX4Gj6UVt5kcR-qFQUVa-Row,"14 Rue des Epernons, 93100 Montreuil, France",Los Coco Loco,+33 1 48 51 35 57,https://maps.google.com/?cid=10107975691620360698,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,34f98070c9119ff6ea303552b62120b6463891d3,CmRSAAAAqqKqtrkJjPQq-qfpvXD7K3WC5YeR3sPuBHO0G4NAzmADnELCLe1RqK27T3j4CpbQ5B8P_hfxCtGpsfcm95p3LNGvGb4rs6ECV6gKRLaIVnUlT6qwC8zs4fknvm7ET1iCEhD3eKre0Aly8sJBXwYi92xzGhTDB3x-fKHETo6swdQjJyXBp8hEvw,93048,2.4455487,48.8684506,
ChIJX4IlDkZt5kcRSpTd_DoWnv0,"5 Rue de la Fontaine des Hanots, 93100 Montreuil, France",Les 3 Clés Montreuil Hypnose | Yoga | Massage Ayurvédique,+33 6 88 29 79 73,https://maps.google.com/?cid=18275068780522345546,"c(""gym"", ""health"", ""point_of_interest"", ""establishment"")",gym,,0,,,0,salle de sport,9a27f2965e1cc7031ce3778316d34a05126bd5e9,CmRSAAAAg_DYW2OImnPuz8osow8utH1NTcqv4uJUYLfsN4GvcuRJRu179zhs5CyNqzlMyrLAS_LMqYbksR-fr_T3xyG2Dhhhy4VJ2ILf4ZrYzkECmS1BFTNkBYMqVdbFzvxvxOz0EhCfwhmSLQsJe8ytxKfcZ0wuGhQ71sZ2_5CEBxeIDGyQK8LiO9rWPQ,93048,2.4459795,48.8698278,
ChIJX4J9pmJt5kcRDj71H7zLvXU,"7 Rue Bara, 93100 Montreuil, France",Pierre-Yves Argence,+33 1 48 58 66 11,https://maps.google.com/?cid=8484161281886338574,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,d225ad7fbe13cff8657b07d720725128c9c04128,CmRRAAAAK3uvgT8uzqBSNYpww_Fe97ZWjuKepDkYxqMlwipGCWTxVX9Vw6aNOdFoUxF_0MzzmGOb8SQ1ouHcXWYiKe4jL-GuxYxxd6NSevjcDftIffUnD1T58wGpmejxDPie2IWJEhAV67MjisrZsCZv-ucsVj24GhTWYTYjtmKafsoK5HCMoJScRI9fFQ,93048,2.4240155,48.8546883,
ChIJX4kFuaZt5kcR-_3usXGMSMs,"34 Rue Molière, 93100 Montreuil, France",Entreprise Thierry Battais,+33 1 42 87 90 17,https://maps.google.com/?cid=14648112207966961147,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,1a9f6c676e4f7d8e283c426cd2dcd18d5467051a,CmRSAAAA2ZvkGQPqW_Ez39MQB3dtrv9bxsD_j473eiHQJLWDzaFLLQiG1RKXH5PHD8GdoNyJkrnG_jsWHHDTSCGWGs69tsAVszjP_lcSBcM2wyhS6q29d6HTufGlG8MNeT_1MrfZEhA3MmQFBWcaEB6ubEZkY7HSGhQnc7P4paV7Zn5YZ3X6o4eCHxzYGQ,93048,2.4420576,48.8581103,
ChIJX4OoDqZy5kcR0womkDOZRdY,"24 Rue des Deux Communes, 94300 Vincennes, France",Baniti SAS,+33 1 48 77 12 89,https://maps.google.com/?cid=15439915344250407635,"c(""general_contractor"", ""point_of_interest"", ""establishment"")",general_contractor,,0,,,0,entrepreneur général,c07e18681a3a7b41799896522b0674d7dd4091e9,CmRSAAAAZYDnt6VTSNEbLAfnqZM2D2XbprlRTlTAhFtbKS3jJfa4aPZSrA7wQeqJefzxuhLM9C7GAOLm_MzNSdX8i_g6jtNxb4VHT4nV85QcXy1sEDQYr0w6QauHi742aYLzUMaEEhAk-S9J-us1JhCVZsmV-REyGhQMJLmhYmOscpZkb1bsVRfuuzLzLg,93048,2.429581,48.850988,
ChIJX4oz_ahy5kcRVq9zw8vVeQg,"Rue des trois Territoires, 94120 Fontenay-sous-Bois, France",GESCOGRA Plans de Travail,+33 1 48 85 20 43,https://maps.google.com/?cid=610754295619628886,"c(""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",home_goods_store,,0,,,0,magasin d'articles de maison,2152677d6137723e9206a8c1e6a55c63d43ee9f6,CmRRAAAAsM-wFgf3NxwithxfNsVmE10k9gr8lIfxKxe5d8waIiSgfRo6jViKkohNdePrun18utYMnrUfJ0d1c1fXnuBi2-W429_08NWhJnqju9ZWJC2OUPuyGPH167FMoiLCcFscEhC4GII__raRpCOY5CEldRzoGhToZl1b_ADoy9POOf2k7I7CChaU8g,93048,2.4479836,48.850947,
